Waypoint Title	URL	Captive URL	Annotation Title	Annotation Text	Share View	Annotation Picture Path	Credits	Author	Dateline	Story Mode	Landscape override														
Housing >30%			Now lets focus in on the people spending >30% of income on housing for both owners (yellow) and renters (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Housing >30%		Now lets focus in on the people spending >30% of income on housing for both owners (yellow) and renters (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Housing >30%		Now lets focus in on the people spending >30% of income on housing for both owners (yellow) and renters (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Housing >30%		Now lets focus in on the people spending >30% of income on housing for both owners (yellow) and renters (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Housing >30%		Now lets focus in on the people spending >30% of income on housing for both owners (yellow) and renters (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs
Shadyside 1			Some of these areas, like Shadyside,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Shadyside 1		Some of these areas, like Shadyside,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Shadyside 1		Some of these areas, like Shadyside,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Shadyside 1		Some of these areas, like Shadyside,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Shadyside 1		Some of these areas, like Shadyside,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs
Shadyside 2			largely reflect high income earners paying high rents (blue is >$100K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	Shadyside 2		largely reflect high income earners paying high rents (blue is >$100K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	Shadyside 2		largely reflect high income earners paying high rents (blue is >$100K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	Shadyside 2		largely reflect high income earners paying high rents (blue is >$100K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	Shadyside 2		largely reflect high income earners paying high rents (blue is >$100K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income
Oakland 1			or, like Central Oakland, reflect a high density of students.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Oakland 1		or, like Central Oakland, reflect a high density of students.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Oakland 1		or, like Central Oakland, reflect a high density of students.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Oakland 1		or, like Central Oakland, reflect a high density of students.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	Oakland 1		or, like Central Oakland, reflect a high density of students.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs
East Liberty 1			More concerning are areas like East Liberty where high % of income spent on housing		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	East Liberty 1		More concerning are areas like East Liberty where high % of income spent on housing		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	East Liberty 1		More concerning are areas like East Liberty where high % of income spent on housing		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	East Liberty 1		More concerning are areas like East Liberty where high % of income spent on housing		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs	East Liberty 1		More concerning are areas like East Liberty where high % of income spent on housing		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_high_housing_costs
East Liberty 2			coincides with low incomes (red is <$20K/yr, yellow is $20-50K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	East Liberty 2		coincides with low incomes (red is <$20K/yr, yellow is $20-50K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	East Liberty 2		coincides with low incomes (red is <$20K/yr, yellow is $20-50K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	East Liberty 2		coincides with low incomes (red is <$20K/yr, yellow is $20-50K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income	East Liberty 2		coincides with low incomes (red is <$20K/yr, yellow is $20-50K/yr)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_all_income
East Liberty 3			and high male unemployment (red).  How do we highlight areas with combined economic stresses like these?		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_work	East Liberty 3		and high male unemployment (red).  How do we highlight areas with combined economic stresses like these?		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_work	East Liberty 3		and high male unemployment (red).  How do we highlight areas with combined economic stresses like these?		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_work	East Liberty 3		and high male unemployment (red).  How do we highlight areas with combined economic stresses like these?		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_work	East Liberty 3		and high male unemployment (red).  How do we highlight areas with combined economic stresses like these?		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_work
Public Assistance			Here is a map showing children whose families receive public assistance (red for one-parent, green for two-parent families).		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance		Here is a map showing children whose families receive public assistance (red for one-parent, green for two-parent families).		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance		Here is a map showing children whose families receive public assistance (red for one-parent, green for two-parent families).		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance		Here is a map showing children whose families receive public assistance (red for one-parent, green for two-parent families).		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance		Here is a map showing children whose families receive public assistance (red for one-parent, green for two-parent families).		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
East Liberty 4			Showing families receiving public assistance highlights East Liberty,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	East Liberty 4		Showing families receiving public assistance highlights East Liberty,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	East Liberty 4		Showing families receiving public assistance highlights East Liberty,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	East Liberty 4		Showing families receiving public assistance highlights East Liberty,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	East Liberty 4		Showing families receiving public assistance highlights East Liberty,		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.4641,-79.91587,12.65,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Shadyside 3			without also lighting up high income earners in Shadyside		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Shadyside 3		without also lighting up high income earners in Shadyside		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Shadyside 3		without also lighting up high income earners in Shadyside		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Shadyside 3		without also lighting up high income earners in Shadyside		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Shadyside 3		without also lighting up high income earners in Shadyside		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.44842,-79.94331,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Oakland 2			or students in Central Oakland.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Oakland 2		or students in Central Oakland.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Oakland 2		or students in Central Oakland.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Oakland 2		or students in Central Oakland.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Oakland 2		or students in Central Oakland.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43642,-79.95641,13.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Public Assistance 2			The areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 2		The areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 2		The areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 2		The areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 2		The areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Rent kids 1			is very similar to the map of renters with children, particularly for one-parent families (red)		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		is very similar to the map of renters with children, particularly for one-parent families (red)		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		is very similar to the map of renters with children, particularly for one-parent families (red)		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		is very similar to the map of renters with children, particularly for one-parent families (red)		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		is very similar to the map of renters with children, particularly for one-parent families (red)		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children
Owner kids			Contrast that with the map of homeowners with children, where two-parent families (green) are much more common.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_home_owner_w_children	Owner kids		Contrast that with the map of homeowners with children, where two-parent families (green) are much more common.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_home_owner_w_children	Owner kids		Contrast that with the map of homeowners with children, where two-parent families (green) are much more common.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_home_owner_w_children	Owner kids		Contrast that with the map of homeowners with children, where two-parent families (green) are much more common.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_home_owner_w_children	Owner kids		Contrast that with the map of homeowners with children, where two-parent families (green) are much more common.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_home_owner_w_children
Rent kids 1			Let's look now at how families in rental housing		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		Let's look now at how families in rental housing		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		Let's look now at how families in rental housing		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		Let's look now at how families in rental housing		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Rent kids 1		Let's look now at how families in rental housing		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children
Evictions 2016			compare to evictions in Pittsbugh in 2016.  See how closely the red dots from the previous slide (one-parent familes in rentals) match the pattern of evictions.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Evictions 2016		compare to evictions in Pittsbugh in 2016.  See how closely the red dots from the previous slide (one-parent familes in rentals) match the pattern of evictions.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Evictions 2016		compare to evictions in Pittsbugh in 2016.  See how closely the red dots from the previous slide (one-parent familes in rentals) match the pattern of evictions.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Evictions 2016		compare to evictions in Pittsbugh in 2016.  See how closely the red dots from the previous slide (one-parent familes in rentals) match the pattern of evictions.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Evictions 2016		compare to evictions in Pittsbugh in 2016.  See how closely the red dots from the previous slide (one-parent familes in rentals) match the pattern of evictions.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.43606,-79.94932,10.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016
Garfield 1			This process can also highlight areas that buck the trend.  Garfield, for instance, has a lot of one-parent rentals (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Garfield 1		This process can also highlight areas that buck the trend.  Garfield, for instance, has a lot of one-parent rentals (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Garfield 1		This process can also highlight areas that buck the trend.  Garfield, for instance, has a lot of one-parent rentals (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Garfield 1		This process can also highlight areas that buck the trend.  Garfield, for instance, has a lot of one-parent rentals (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children	Garfield 1		This process can also highlight areas that buck the trend.  Garfield, for instance, has a lot of one-parent rentals (red)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_w_children
Garfield 2			and familes receiving public assistance		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Garfield 2		and familes receiving public assistance		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Garfield 2		and familes receiving public assistance		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Garfield 2		and familes receiving public assistance		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Garfield 2		and familes receiving public assistance		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Garfield 3			yet shows far fewer 2016 evictions than nighboring communities.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Garfield 3		yet shows far fewer 2016 evictions than nighboring communities.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Garfield 3		yet shows far fewer 2016 evictions than nighboring communities.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Garfield 3		yet shows far fewer 2016 evictions than nighboring communities.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016	Garfield 3		yet shows far fewer 2016 evictions than nighboring communities.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,ac_evictions_2016
Garfield 4			County Assessor's Office records show discrete residential units (blue) in lower parts of Garfield, while the upper part is largely government owned (brown).  The latter is Garfield Commons, a mixed income development owned by the Housing Authority of Pittsburgh and completed in 2013.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,allegheny_county_housing_class	Garfield 4		County Assessor's Office records show discrete residential units (blue) in lower parts of Garfield, while the upper part is largely government owned (brown).  The latter is Garfield Commons, a mixed income development owned by the Housing Authority of Pittsburgh and completed in 2013.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,allegheny_county_housing_class	Garfield 4		County Assessor's Office records show discrete residential units (blue) in lower parts of Garfield, while the upper part is largely government owned (brown).  The latter is Garfield Commons, a mixed income development owned by the Housing Authority of Pittsburgh and completed in 2013.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,allegheny_county_housing_class	Garfield 4		County Assessor's Office records show discrete residential units (blue) in lower parts of Garfield, while the upper part is largely government owned (brown).  The latter is Garfield Commons, a mixed income development owned by the Housing Authority of Pittsburgh and completed in 2013.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,allegheny_county_housing_class	Garfield 4		County Assessor's Office records show discrete residential units (blue) in lower parts of Garfield, while the upper part is largely government owned (brown).  The latter is Garfield Commons, a mixed income development owned by the Housing Authority of Pittsburgh and completed in 2013.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,allegheny_county_housing_class
Garfield 5			These dots represent the move-in year of renters as of 2016: red=2010-2014, white=2015 or later.  Garfield Commons shows lower rental population turnover (white dots) than surrounding areas.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_movein	Garfield 5		These dots represent the move-in year of renters as of 2016: red=2010-2014, white=2015 or later.  Garfield Commons shows lower rental population turnover (white dots) than surrounding areas.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_movein	Garfield 5		These dots represent the move-in year of renters as of 2016: red=2010-2014, white=2015 or later.  Garfield Commons shows lower rental population turnover (white dots) than surrounding areas.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_movein	Garfield 5		These dots represent the move-in year of renters as of 2016: red=2010-2014, white=2015 or later.  Garfield Commons shows lower rental population turnover (white dots) than surrounding areas.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_movein	Garfield 5		These dots represent the move-in year of renters as of 2016: red=2010-2014, white=2015 or later.  Garfield Commons shows lower rental population turnover (white dots) than surrounding areas.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_renter_movein
